dedupe_key,doi,scopus_id,title,year,pub,manually_retrieved
ty:acomparativeanalysisoflivestockfarminginsmallholdermixedcroplivestocksystemsinkenya2feedutilizationavailabilityandmitigationstrategiestofeedscarcity:2016,,84962159131,"A comparative analysis of livestock farming in smallholder mixed crop-livestock systems in Kenya: 2. Feed utilization, availability and mitigation strategies to feed scarcity",2016,Livestock Research for Rural Development,
doi:10.17660/ejhs.2016/81.2.1,10.17660/ejhs.2016/81.2.1,84964307784,Assessing air temperature trends in Mesoamerica and their implications for the future of horticulture,2016,European Journal of Horticultural Science,
doi:10.1002/ldr.2420,10.1002/ldr.2420,84940777776,"Benefits Derived from Rehabilitating a Degraded Semi-Arid Rangeland in Private Enclosures in West Pokot County, Kenya",2016,Land Degradation and Development,
doi:10.1108/ijccsm-01-2014-0017,10.1108/ijccsm-01-2014-0017,84976537362,Climate change perception and choice of adaptation strategies: Empirical evidence from smallholder farmers in east Ethiopia,2016,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-03-2015-0029,10.1108/ijccsm-03-2015-0029,84976537582,"Anticipatory adaptation and the role of decadal climate information in rural African livelihood systems: Lessons from the Mid-Zambezi Valley, Zimbabwe",2016,International Journal of Climate Change Strategies and Management,
doi:10.1108/ijccsm-12-2014-0141,10.1108/ijccsm-12-2014-0141,84976571945,Small dams revive dry rivers and mitigate local climate change in India’s drylands,2016,International Journal of Climate Change Strategies and Management,
doi:10.1080/17565529.2015.1016883,10.1080/17565529.2015.1016883,84961204227,Coping with weather adversity and adaptation to climatic variability: a cross-country study of smallholder farmers in South Asia,2016,Climate and Development,
doi:10.13292/j.1000-4890.201603.006,10.13292/j.1000-4890.201603.006,84960452235,Assessment of the impact of climate change on vulnerability of farmer households’ livelihood in an ecologically vulnerable alpine region: Taking gannan plateau for example,2016,Chinese Journal of Ecology,
doi:10.3390/cli4010012,10.3390/cli4010012,85042057412,Forest dependent indigenous communities' perception and adaptation to climate change through local knowledge in the protected area-A Bangladesh Case Study,2016,Climate,
doi:10.1007/s11027-014-9600-5,10.1007/s11027-014-9600-5,84904527665,Participatory adaptation planning and costing. Applications in agricultural adaptation in western Kenya,2016,Mitigation and Adaptation Strategies for Global Change,
doi:10.3390/cli4010011,10.3390/cli4010011,85030562296,Evaluation of adaptation practices in the agriculture sector of Bangladesh: An ecosystem based assessment,2016,Climate,
ty:climatechangeimpactonagricultureinsightsfromthemainromaniancroplands:2016,,84961711859,Climate change impact on agriculture: Insights from the main romanian croplands,2016,Quality Access to Success,
doi:10.1002/2015wr017841,10.1002/2015wr017841,84960363487,"A sociohydrological model for smallholder farmers in Maharashtra, India",2016,Water Resources Research,
ty:agriculturalmechanizationinthephilippinespartibriefhistory:2016,,84975029677,"Agricultural mechanization in the Philippines, Part I: Brief history",2016,AMA Agricultural Mechanization in Asia Africa and Latin America,
doi:10.1080/09064710.2015.1081396,10.1080/09064710.2015.1081396,84951569681,Targeted management of organic resources for sustainably increasing soil organic carbon: Observations and perspectives for resource use and climate adaptations in northern Ghana,2016,Acta Agriculturae Scandinavica Section B Soil and Plant Science,
doi:10.1659/mrd-journal-d-15-00032.1,10.1659/mrd-journal-d-15-00032.1,84964765918,Farmers' perceptions of and adaptations to changing climate in the Melamchi Valley of Nepal,2016,Mountain Research and Development,
doi:10.1080/09718923.2016.11893524,10.1080/09718923.2016.11893524,85058210386,Climate Change Adaptation in Rwanda through Indigenous Knowledge Practice,2016,Journal of Social Sciences,
doi:10.1007/s10668-015-9637-y,10.1007/s10668-015-9637-y,84957435718,Use patterns of natural resources supporting livelihoods of smallholder communities and implications for climate change adaptation in Zimbabwe,2016,Environment Development and Sustainability,
doi:10.1108/ijccsm-07-2014-0084,10.1108/ijccsm-07-2014-0084,84953439190,"Socioeconomic assessment of flooding among farm households in Anambra state, Nigeria",2016,International Journal of Climate Change Strategies and Management,
doi:10.1080/1943815x.2015.1062031,10.1080/1943815x.2015.1062031,84941710780,Farmers' perceptions of climate change and the proposed agriculture adaptation strategies in a semi arid region of south India,2016,Journal of Integrative Environmental Sciences,
ty:farmersadaptationtoclimatevariabilityassessmentofeffectivenessandbarriersbasedonlocalexperienceinsouthernphilippines:2016,,85043487627,Farmers’ adaptation to climate variability: Assessment of effectiveness and barriers based on local experience in Southern Philippines,2016,Journal of Environmental Science and Management,
ty:knowledgeattitudeandpracticeofsmallholderfarmersregardingclimatechangeandagroforestryacasestudyoffarmersinpeablancacagayan:2016,,85043462769,"Knowledge, attitude and practice of smallholder farmers regarding climate change and agroforestry: A case study of farmers in Peñablanca, Cagayan",2016,Journal of Environmental Science and Management,
doi:10.1007/978-3-319-31499-0_5,10.1007/978-3-319-31499-0_5,84978227263,An assessment of determinants of adaptive capacity to climate change/variability in the rural savannah of Ghana,2016,Adaptation to Climate Change and Variability in Rural West Africa,
doi:10.1080/23311932.2016.1210557,10.1080/23311932.2016.1210557,85041612229,"Cocoa farmer’s perception on climate variability and its effects on adaptation strategies in the Suaman district of western region, Ghana",2016,Cogent Food and Agriculture,
doi:10.1080/17565529.2014.989191,10.1080/17565529.2014.989191,84923013460,Operationalizing analysis of micro-level climate change vulnerability and adaptive capacity,2016,Climate and Development,
doi:10.1080/23311932.2016.1178692,10.1080/23311932.2016.1178692,85061455722,"Climate change adaptation: Uncovering constraints to the use of adaptation strategies among food crop farmers in South-west, Nigeria using principal component analysis (PCA)",2016,Cogent Food and Agriculture,
doi:10.3354/cr01407,10.3354/cr01407,85010034552,"Climate change in the North China Plain: Smallholder farmer perceptions and adaptations in Quzhou County, Hebei Province",2016,Climate Research,
doi:10.1007/978-3-319-28591-7_20,10.1007/978-3-319-28591-7_20,85042506872,Analysis of climate change adaptation measures used by rural dwellers in the southeast and Southsouth zone of Nigeria,2016,Climate Change Management,
doi:10.1007/978-3-319-39880-8_17,10.1007/978-3-319-39880-8_17,85071391556,Climate Change Adaptation in Indian Agriculture- Assessing Farmers’ Perception and Adaptive Choices,2016,Climate Change Management,
ty:roleofmicrofinancetosupportagriculturalclimatechangeadaptationsinindonesiaencouragingprivatesectorparticipationinclimatefinance:2016,,85011086321,Role of microfinance to support agricultural climate change adaptations in Indonesia: Encouraging private sector participation in climate finance,2016,Future of Food Journal on Food Agriculture and Society,
doi:10.1007/978-3-319-28591-7_14,10.1007/978-3-319-28591-7_14,85071395929,West African farmers’ climate change adaptation: from technological change towards transforming institutions,2016,Climate Change Management,
doi:10.1007/978-3-319-39880-8_6,10.1007/978-3-319-39880-8_6,85071394688,Citrus and Tomatoes Response to Climate Change: Survey of Farmers’ Perception and Adaptation Strategies in Northern Nigeria,2016,Climate Change Management,
ty:genderanalysisofcassavafarmersclimatechangeawarenessandadaptationinthenigerdeltaregionofnigeria:2016,,85019889247,Gender analysis of cassava farmers’ climate change awareness and adaptation in the niger delta region of Nigeria,2016,Cropping Systems Applications Management and Impact,
doi:10.1007/978-3-319-41238-2_18,10.1007/978-3-319-41238-2_18,85009661107,Crop adaptation to climate change in SSA: The role of genetic resources and seed systems,2016,Climate Change and Multi Dimensional Sustainability in African Agriculture Climate Change and Sustainability in Agriculture,
doi:10.1108/ijccsm-10-2015-0149,10.1108/ijccsm-10-2015-0149,84999788868,Assessment of risk premium in farm technology adoption as a climate change adaptation strategy in the dryland systems of India,2016,International Journal of Climate Change Strategies and Management,
doi:10.1007/978-3-319-39880-8_10,10.1007/978-3-319-39880-8_10,85071356880,Adaptation Through Climate Smart Agriculture: Status and Determinants in Coastal Bangladesh,2016,Climate Change Management,
ty:adecisiontreeanalysistosupportpotentialclimatechangeadaptationsofstripedcatfishpangasianodonhypophthalmussauvagefarminginthemekongdeltavietnam:2016,,85018562312,"A decision tree analysis to support potential climate change adaptations of striped catfish (Pangasianodon hypophthalmus Sauvage) farming in the Mekong Delta, Vietnam",2016,Tropicultura,
doi:10.1002/wat2.1118,10.1002/wat2.1118,85015185403,Managing the water cycle in Kenyan small-scale maize farming systems: Part 1. Farmer perceptions of drought and climate variability,2016,Wiley Interdisciplinary Reviews Water,
doi:10.5751/es-08139-210139,10.5751/es-08139-210139,84962749208,Grazing game: A learning tool for adaptive management in response to climate variability in semiarid areas of Ghana,2016,Ecology and Society,
ty:analyzingdroughtadaptationpracticesofsugarcanegrowersinthanhcongthachthanhdistrictthanhhoavietnam:2016,,85018619727,"Analyzing drought adaptation practices of sugarcane growers in Thanh Cong, Thach Thanh District, Thanh Hoa, Vietnam",2016,Tropicultura,
ty:ensuringcommunityandagriculturalresiliencytoclimatechangeceremonialpracticesasemicadaptivestrategies:2016,,85011035292,Ensuring community and agricultural resiliency to climate change: Ceremonial practices as emic adaptive strategies,2016,Future of Food Journal on Food Agriculture and Society,
ty:climatechangeadaptationsolutionsforthegreensectorsofselectedzonesinthemenaregion:2016,,85011024470,Climate change adaptation solutions for the green sectors of selected zones in the MENA region,2016,Future of Food Journal on Food Agriculture and Society,
doi:10.1007/978-3-319-33880-4_14,10.1007/978-3-319-33880-4_14,85068817907,"Building farm resilience in a changing climate: Challenges, potentials, and ways forward for smallholder cocoa production in Bolivia",2016,Identifying Emerging Issues in Disaster Risk Reduction Migration Climate Change and Sustainable Development Shaping Debates and Policies,
ty:intergenerationaltransmissionofmodelsofprotectionagainsttheconsequencesofweatherchangesandthecontemporaryproposalsforadaptationsolutionsinagriculturalfarms:2016,,85048950259,Intergenerational transmission of models of protection against the consequences of weather changes and the contemporary proposals for adaptation solutions in agricultural farms,2016,International Multidisciplinary Scientific Geoconference Surveying Geology and Mining Ecology Management Sgem,
ty:landusepracticescroppingsystemsandclimatechangevulnerabilitytomountainagroecosystemsofnepal:2016,,85030232007,"Land use practices, cropping systems and climate change vulnerability to mountain agro-ecosystems of Nepal",2016,Crop Rotations Farming Practices Monitoring and Environmental Benefits,
ty:knowledgeriskattitudesandperceptionsonextremeweathereventsofsmallholderfarmersinligaocityalbaybicolphilippines:2016,,85043486796,"Knowledge, risk attitudes and perceptions on extreme weather events of smallholder farmers in Ligao city, Albay, Bicol, Philippines",2016,Journal of Environmental Science and Management,
doi:10.18517/ijaseit.6.1.659,10.18517/ijaseit.6.1.659,84969850146,Introduction technology of Cropping Calendar-Information System (CC-IS) for rice farming as a climate change adaptation in Indonesia,2016,International Journal on Advanced Science Engineering and Information Technology,
