title,coverDate,publicationName,doi,eid,scopus_id,citedby_count,prism_url
The negative impacts of human activities in the eastern African region: An international waters perspective,2004-01-01,Ambio,10.1579/0044-7447-33.1.24,2-s2.0-1642406375,1642406375,25,https://api.elsevier.com/content/abstract/scopus_id/1642406375
Negotiating local livelihoods: Scales of conflict in the Se San river basin,2004-01-01,Asia Pacific Viewpoint,10.1111/j.1467-8376.2004.00227.x,2-s2.0-2342593209,2342593209,72,https://api.elsevier.com/content/abstract/scopus_id/2342593209
"Gum and resin resources from some Acacia, Boswellia and Commiphora species and their economic contributions in Liban, Southeast Ethiopia",2004-01-01,Journal of Arid Environments,10.1016/S0140-1963(03)00003-X,2-s2.0-0345768812,0345768812,9,https://api.elsevier.com/content/abstract/scopus_id/0345768812
Guidelines for the safe use of wastewater in agriculture: Revisiting WHO guidelines,2004-01-01,Water Science and Technology,10.2166/wst.2004.0081,2-s2.0-4444261404,4444261404,70,https://api.elsevier.com/content/abstract/scopus_id/4444261404
Transforming open mining pits into fish farms: Moving towards sustainability,2004-01-01,Natural Resources Forum,10.1111/j.1477-8947.2004.00091.x,2-s2.0-5044232825,5044232825,50,https://api.elsevier.com/content/abstract/scopus_id/5044232825
Climate variability and rural livelihoods: Assessing the impact of seasonal climate forecasts in Lesotho,2003-12-01,Area,10.1111/j.0004-0894.2003.00190.x,2-s2.0-0348167848,0348167848,134,https://api.elsevier.com/content/abstract/scopus_id/0348167848
"Gum and resin resources from some Acacia, Boswellia and Commiphora species and their economic contributions in Liban, south-east Ethiopia",2003-11-01,Journal of Arid Environments,10.1016/S0140-1963(03)00053-3,2-s2.0-0042787625,0042787625,74,https://api.elsevier.com/content/abstract/scopus_id/0042787625
Wetland cultivation: Reconciling the conflicting needs of the rural poor and society at large through wise wetland use,2003-06-01,International Journal of Ecology and Environmental Sciences,,2-s2.0-60149085082,60149085082,4,https://api.elsevier.com/content/abstract/scopus_id/60149085082
Current range condition in southern Ethiopia in relation to traditional management strategies: The perceptions of Borana pastoralists,2003-03-01,Tropical Grasslands,,2-s2.0-0042443466,0042443466,43,https://api.elsevier.com/content/abstract/scopus_id/0042443466
Impacts of an environmental disaster on psychosocial health and well-being in Karakalpakstan,2003-02-01,Social Science and Medicine,10.1016/S0277-9536(02)00054-0,2-s2.0-0037294426,0037294426,61,https://api.elsevier.com/content/abstract/scopus_id/0037294426
Study on idex system of assessment of public disaster perception in the western China,2003-01-01,Chinese Geographical Science,10.1007/s11769-003-0032-5,2-s2.0-1542348415,1542348415,8,https://api.elsevier.com/content/abstract/scopus_id/1542348415
"The Isahaya land reclamation project and the ""Ariake Sea Disaster"" - A proposal for sustainable ecosystem management of the Ariake Sea",2003-01-01,Japanese Journal of Limnology,10.3739/rikusui.64.209,2-s2.0-0942278204,0942278204,1,https://api.elsevier.com/content/abstract/scopus_id/0942278204
Impact and Adaptation Responses of Okanagan River Sockeye Salmon (Oncorhynchus nerka) to Climate Variation and Change Effects During Freshwater Migration: Stock Restoration and Fisheries Management Implications,2003-01-01,Canadian Water Resources Journal,10.4296/cwrj2804689,2-s2.0-1642443243,1642443243,50,https://api.elsevier.com/content/abstract/scopus_id/1642443243
Adaptative capacity: The Philippines coastal resources experience,2003-01-01,Climate Change Adaptive Capacity and Development,10.1142/9781860945816_0010,2-s2.0-84967444056,84967444056,1,https://api.elsevier.com/content/abstract/scopus_id/84967444056
"Prediction of climate change effects on fish communities in the Mackinaw River watershed, Illinois, USA",2003-01-01,Water Science and Technology,10.2166/wst.2003.0575,2-s2.0-0345827910,0345827910,5,https://api.elsevier.com/content/abstract/scopus_id/0345827910
Expression of drought tolerance in F1 hybrids of a diallel cross of durum wheat (Triticum turgidum var. durum L.),2003-01-01,Cereal Research Communications,10.1007/bf03543249,2-s2.0-0037647562,0037647562,9,https://api.elsevier.com/content/abstract/scopus_id/0037647562
"Co-evolving geomorphical and socio-economic dynamics in a coastal fishing village of the Bragança region (Pará, North Brazil)",2003-01-01,Ocean and Coastal Management,10.1016/S0964-5691(03)00069-3,2-s2.0-0347031534,0347031534,45,https://api.elsevier.com/content/abstract/scopus_id/0347031534
What is the limit of up-scaling rainwater harvesting in a river basin?,2003-01-01,Physics and Chemistry of the Earth,10.1016/j.pce.2003.08.015,2-s2.0-0141941096,0141941096,98,https://api.elsevier.com/content/abstract/scopus_id/0141941096
An economic assessment of the value of cattle to the rural communities in the former Venda region,2003-01-01,Development Southern Africa,10.1080/0376835032000065507,2-s2.0-0037984175,0037984175,13,https://api.elsevier.com/content/abstract/scopus_id/0037984175
"A study ofthe implementation of china's sloping land conversion policy ‘tui geng huan lin’: A case study—hanyuan county, sichuan province",2003-01-01,Forests Trees and Livelihoods,10.1080/14728028.2003.9752469,2-s2.0-1142269819,1142269819,4,https://api.elsevier.com/content/abstract/scopus_id/1142269819
Livelihood impacts of water policy changes: Evidence from a coastal area of the Mekong river delta,2003-01-01,Water Policy,10.2166/wp.2003.0030,2-s2.0-0347270352,0347270352,51,https://api.elsevier.com/content/abstract/scopus_id/0347270352
Facing the development challenge in Mozambique: An economywide perspective,2002-12-01,Research Report of the International Food Policy Research Institute,,2-s2.0-0037845121,0037845121,11,https://api.elsevier.com/content/abstract/scopus_id/0037845121
Rainwater management for increased productivity among small-holder farmers in drought prone environments,2002-11-25,Physics and Chemistry of the Earth,10.1016/S1474-7065(02)00098-0,2-s2.0-0036417494,0036417494,187,https://api.elsevier.com/content/abstract/scopus_id/0036417494
"The continental shelf benthic ecosystem: Current status, agents for change and future prospects",2002-09-01,Environmental Conservation,10.1017/S0376892902000243,2-s2.0-0036761671,0036761671,78,https://api.elsevier.com/content/abstract/scopus_id/0036761671
Stifled stakeholders and subdued participation: Interpreting local responses toward Shimentai nature reserve in South China,2002-09-01,Environmental Management,10.1007/s00267-002-2623-9,2-s2.0-0036718626,0036718626,79,https://api.elsevier.com/content/abstract/scopus_id/0036718626
"Climate change vulnerability, impacts, and adaptation: Why does gender matter?",2002-08-29,Gender and Development,10.1080/13552070215903,2-s2.0-0036056563,0036056563,509,https://api.elsevier.com/content/abstract/scopus_id/0036056563
Levels and causes of household food and nutrition insecurity in dryland Kenya,2002-07-08,Ecology of Food and Nutrition,10.1080/03670240214493,2-s2.0-0036298428,0036298428,24,https://api.elsevier.com/content/abstract/scopus_id/0036298428
"Climate variability, vulnerability and effectiveness of farm-level adaptation options: The challenges and implications for food security in Southwestern Cameroon",2002-07-01,Environment and Development Economics,10.1017/S1355770X02000311,2-s2.0-0348190104,0348190104,59,https://api.elsevier.com/content/abstract/scopus_id/0348190104
Greenhouse constructions for small scale farmers in tropical regions,2002-06-30,Acta Horticulturae,10.17660/ActaHortic.2002.578.20,2-s2.0-33749368419,33749368419,17,https://api.elsevier.com/content/abstract/scopus_id/33749368419
The use of gene expression profiling to dissect the stress sensitivity of reproductive development in maize,2002-05-10,Field Crops Research,10.1016/S0378-4290(02)00021-7,2-s2.0-0037052991,0037052991,76,https://api.elsevier.com/content/abstract/scopus_id/0037052991
"A tradition of change: The dynamic relationship between biodiversity and society in sector Muyuy, Peru",2002-05-08,Environmental Science and Policy,10.1016/S1462-9011(02)00023-0,2-s2.0-0036240827,0036240827,57,https://api.elsevier.com/content/abstract/scopus_id/0036240827
Reducing vulnerability to natural disasters: Lessons from the 1998 floods in Bangladesh,2002-01-01,IDS Bulletin,10.1111/j.1759-5436.2002.tb00049.x,2-s2.0-0036807208,0036807208,18,https://api.elsevier.com/content/abstract/scopus_id/0036807208
Why was there no famine following the 1992 southern African drought?: The contributions and consequences of household responses,2002-01-01,IDS Bulletin,10.1111/j.1759-5436.2002.tb00047.x,2-s2.0-0036807975,0036807975,30,https://api.elsevier.com/content/abstract/scopus_id/0036807975
JICA 2001-A New Approach to fisheries and marine environment,2002-01-01,Fisheries Science,10.2331/fishsci.68.sup2_1944,2-s2.0-85024749095,85024749095,1,https://api.elsevier.com/content/abstract/scopus_id/85024749095
A tale of two deserts: Contrasting desertification histories on Rome's desert frontiers,2002-01-01,World Archaeology,10.1080/00438240120107495,2-s2.0-0036187312,0036187312,62,https://api.elsevier.com/content/abstract/scopus_id/0036187312
"Forced migration, processes of return and livelihood construction among pastoralists in Northern Sudan",2002-01-01,Disasters,10.1111/1467-7717.00192,2-s2.0-0036005897,0036005897,41,https://api.elsevier.com/content/abstract/scopus_id/0036005897
Restoration principles emerging from one of the world's largest tidal marsh restoration projects,2001-12-04,Wetlands Ecology and Management,10.1023/A:1012058713910,2-s2.0-0035163093,0035163093,79,https://api.elsevier.com/content/abstract/scopus_id/0035163093
Patterns of droughts and survival strategies of farm households in a drought-prone district in Tamil Nadu,2001-12-01,Indian Journal of Agricultural Economics,,2-s2.0-0035738121,0035738121,3,https://api.elsevier.com/content/abstract/scopus_id/0035738121
A summary of climate change impact assessments from the U.S. Country Studies Program,2001-08-01,Climatic Change,10.1023/A:1010642529072,2-s2.0-0034920957,0034920957,38,https://api.elsevier.com/content/abstract/scopus_id/0034920957
The costs and risks of coping with drought: Livelihood impacts and farmers' responses in Burkina Faso,2001-01-01,Climate Research,10.3354/cr019119,2-s2.0-0035745076,0035745076,206,https://api.elsevier.com/content/abstract/scopus_id/0035745076
"Hurricane 07B in the Godivari Delta, Andhra Pradesh, India: Vulnerability, mitigation and the spatial impact",2001-01-01,Geographical Journal,10.1111/1475-4959.00003,2-s2.0-0035065065,0035065065,43,https://api.elsevier.com/content/abstract/scopus_id/0035065065
"The 1998 floods in Bangladesh: Disaster impacts, households coping strategies, and response",2001-01-01,Research Report of the International Food Policy Research Institute,,2-s2.0-0035718079,0035718079,43,https://api.elsevier.com/content/abstract/scopus_id/0035718079
Farmer-participatory evaluation of Grevillea robusta in boundary plantings in semi-arid Kenya,2001-01-01,Forests Trees and Livelihoods,10.1080/14728028.2001.9752368,2-s2.0-0034925158,0034925158,0,https://api.elsevier.com/content/abstract/scopus_id/0034925158
Current malaria situation in the Republic of Uzbekistan,2001-01-01,Meditsinskaya Parazitologiya I Parazitarnye Bolezni,,2-s2.0-0035233028,0035233028,7,https://api.elsevier.com/content/abstract/scopus_id/0035233028
Migration caused by climate change: How vulnerable are people in dryland areas? A case-study in Northern Ethiopia,2000-12-01,Mitigation and Adaptation Strategies for Global Change,10.1023/A:1026570529614,2-s2.0-0034489453,0034489453,156,https://api.elsevier.com/content/abstract/scopus_id/0034489453
Re-use of abandoned coal mining waste deposits for the production of construction materials: a case of innovative tendering,2000-12-01,Waste Management Series,10.1016/S0713-2743(00)80091-4,2-s2.0-77956706050,77956706050,0,https://api.elsevier.com/content/abstract/scopus_id/77956706050
Farmer's perception of vegetation changes in semi-arid niger,2000-12-01,Land Degradation and Development,10.1002/1099-145X(200011/12)11:6<523::AID-LDR411>3.0.CO;2-V,2-s2.0-0034477458,0034477458,52,https://api.elsevier.com/content/abstract/scopus_id/0034477458
Effect of tied-ridging on soil water status of a maize crop under Malawi conditions,2000-07-01,Agricultural Water Management,10.1016/S0378-3774(99)00103-1,2-s2.0-0034020525,0034020525,61,https://api.elsevier.com/content/abstract/scopus_id/0034020525
"Pacific Salmon fisheries: Climate, information and adaptation in a conflict-ridden context",2000-06-22,Climatic Change,10.1023/A:1005684815698,2-s2.0-0034037216,0034037216,22,https://api.elsevier.com/content/abstract/scopus_id/0034037216
