doi,title,domain_type,process_outcome_domains_raw
10.1505/146554811797406606,Is adaptation to climate change gender neutral? Lessons from communities dependent on livestock and forests in northern Mali,both,knowledge_awareness_learning; decision_making_planning; behavioral_change; participation_coproduction; institutional_governance; access_information_services; livelihoods; wellbeing; risk_reduction
10.1016/j.gloenvcha.2010.12.003,"Knowing, farming and climate change adaptation in North-Central Namibia",process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance
10.1016/j.agsy.2010.12.005,Submergence risks and farmers' preferences: Implications for breeding Sub1 rice in Southeast Asia,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption
10.3923/jest.2011.403.410,Livelihoods under climate variability and change: An analysis of the adaptive capacity of rural poor to water scarcity in Kenya's drylands,outcome_only,resilience_adaptive_capacity
10.1016/j.gloenvcha.2010.11.001,"Social identity, perception and motivation in adaptation to climate risk in the coffee sector of Chiapas, Mexico",process_only,knowledge_awareness_learning; decision_making_planning
10.1016/j.gloenvcha.2010.09.001,Responding to change: Using scenarios to understand how socioeconomic factors may influence amplifying or dampening exploitation feedbacks among Tanzanian fishers,process_only,decision_making_planning; behavioral_change
10.1016/j.agsy.2010.06.001,"Competing use of organic resources, village-level interactions between farm types and climate variability in a communal area of NE Zimbabwe",both,decision_making_planning; institutional_governance; access_information_services; yields_productivity; risk_reduction
10.1016/j.pce.2011.08.001,"Integrating indigenous knowledge with conventional science: Enhancing localised climate and weather forecasts in Nessa, Mulanje, Malawi",process_only,knowledge_awareness_learning; decision_making_planning
10.1016/j.apgeog.2010.03.007,"Dealing with drought: Small farmers and environmental hazards in southern St. Elizabeth, Jamaica",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.1016/j.proenv.2011.11.020,Evolution of farming practices in sub-Saharan region confronted by demographic and climatic changes: Runoff control and organic matter resources management,neither,not_found
10.5751/es-04198-160301,Rebuilding Resilience in the Sahel: Regreening in the Maradi and Zinder Regions of Niger,both,decision_making_planning; institutional_governance; yields_productivity; livelihoods
10.1080/10549811003742084,"Tree knowledge and livelihood activities in a changing environment: Views from smallholder farmers in Kosti, Sudan",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; livelihoods; risk_reduction
10.1080/03031853.2010.491294,"Modelling farmers' adaptation strategies for climate change and variability: The case of the limpopo basin, South Africa",process_only,decision_making_planning; behavioral_change
10.1016/j.ecolecon.2010.07.025,From beef cattle to sheep under global warming? An analysis of adaptation by livestock species choice in South America,both,decision_making_planning; risk_reduction
10.1016/j.worlddev.2010.03.005,Do forests help rural households adapt to climate variability? Evidence from Southern Malawi,both,uptake_adoption; risk_reduction
10.1016/j.marpol.2010.02.003,"Building adaptive capacity to climate variability: The case of artisanal fisheries in the estuary of the Patos Lagoon, Brazil",both,decision_making_planning; institutional_governance; risk_reduction
10.1016/j.envsci.2010.08.005,Enhancing adaptive capacity to climate change: The case of smallholder farmers in the Brazilian semi-arid region,neither,not_found
10.1016/j.envsci.2008.11.002,Adaptation to climate change in Ethiopia and South Africa: options and constraints,process_only,decision_making_planning; uptake_adoption
10.1016/j.agee.2008.05.009,"Technical, economical and social actions of farmers to mitigate water deficit in Tamaulipas, Mexico",process_only,decision_making_planning; uptake_adoption; institutional_governance
10.1016/j.pce.2008.06.022,Building an understanding of water use innovation adoption processes through farmer-driven experimentation,process_only,decision_making_planning; uptake_adoption; behavioral_change
10.1016/j.jenvman.2019.109672,Farmers’ decisions to adapt to flash floods and landslides in the Northern Mountainous Regions of Vietnam,process_only,decision_making_planning; uptake_adoption
10.3389/fsufs.2019.00111,Can Climate Interventions Open Up Space for Transformation? Examining the Case of Climate-Smart Agriculture (CSA) in Uganda,process_only,decision_making_planning; institutional_governance; participation_coproduction
10.2478/environ-2019-0019,"Perceptions and practices of climate change adaptation and mitigation strategies among farmers in the Konta Special District, Ethiopia",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1016/j.wace.2019.100240,Assessing climate change and adaptive capacity at local scale using observed and remotely sensed data,neither,not_found
10.1016/j.foodpol.2019.101781,"Knowing is half the battle: Seasonal forecasts, adaptive cropping systems, and the mediating role of private markets in Zambia",process_only,decision_making_planning; uptake_adoption
10.1016/j.eap.2019.07.010,Adaptation to climate change in Afghanistan: Evidence on the impact of external interventions,both,decision_making_planning; uptake_adoption; risk_reduction
10.1057/s41599-019-0288-8,Does climate opportunity facilitate smallholder farmers’ adaptive capacity in the Sahel?,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1007/s13280-019-01202-0,"Adaptation “from below” to changes in species distribution, habitat and climate in agro-ecosystems in the Terai Plains of Nepal",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.1186/s13570-019-0143-y,Indigenous weather and climate forecasting knowledge among Afar pastoralists of north eastern Ethiopia: Role in adaptation to weather and climate variability,process_only,knowledge_awareness_learning; decision_making_planning; institutional_governance
10.1016/j.ijdrr.2019.101298,"Managing the impacts of drought: The role of cultural beliefs in small-scale farmers' responses to drought in Gaza Province, southern Mozambique",process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.5751/es-11186-240419,Resilience of agricultural systems facing increased salinity intrusion in deltaic coastal areas of Vietnam,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets
10.1016/j.jenvman.2019.109456,"Understanding smallholder farmers’ adaptation behaviors through climate change beliefs, risk perception, trust, and psychological distance: Evidence from wheat growers in Iran",process_only,knowledge_awareness_learning; decision_making_planning; behavioral_change
10.1016/j.jenvman.2019.109560,Climate change resiliency choices of small-scale farmers in Cameroon: determinants and policy implications,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.1016/j.envsci.2019.08.006,Derivation of a climate change adaptation index and assessing determinants and barriers to adaptation among farming households in Nepal,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.heliyon.2019.e02854,Gender perspectives of climate change adaptation in two selected districts of Ghana,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; wellbeing; risk_reduction
